company_name,name,title,linkedin_url,location,about,estimated_age,extraction_date,experience_1_title,experience_1_company,experience_2_title,experience_2_company,experience_3_title,experience_3_company,education_1_school,education_1_degree,education_2_school,education_2_degree,skill_1,skill_2,skill_3,skill_4,skill_5,media_mentions_count,awards_and_recognitions,speaking_engagements,social_media_followers,thought_leadership_score,overall_sentiment,companies_founded,investment_activities,board_positions,notable_achievements,estimated_net_worth,confidence_level,l_level,reasoning,confidence_score
Credo AI,Sanjay Sarda,virtual CEO | Strategic Advisor | Certified Corporate Director | Angel Investor | Independent Director,https://in.linkedin.com/in/sanjaysarda,"Maharashtra, India","Alumni of IIT Kharagpur with 30+ years of diversified work experience in USA and India with start-ups to large corporate, in various industrial sectors such as Information Technology, Management Consulting, Manufacturing, Education, Retail, Entertainment, Seeds and Food Processing. Achieved excellence in the areas of Project Management, Business Strategy, Resources Management and Business Operations.

CORE COMPETENCIES & SKILLS
	Project Management during setup and operational stage in technical and HR territory.
	Business Strategy Planning including ongoing and turnarounds.
	Negotiation and contract management skills with legal and emotional understanding.
	Event management skills with innovations in theme, design and presentation.
	Sound understanding of business financial statements.
	Excellent team player with clear understanding of objectives and vision.
	Business Process Optimization and MIS reporting.
	Ability to understand and read beyond data.
	Can convince anything, in which I have confidence and belief.
	Understanding of all required aspects of IT.
	Working experience in different environments and cultures in India and USA.

PROFESSIONAL QUALIFICATIONS
	Master of Technology from Indian Institute of Technology (IIT), Kharagpur in 1994.
	Bachelor of Engineering from Government College of Engineering, Amravati in 1992.

OTHER ACCOLADES
	Member of District Tourism Development Council. Honored with the post of Permanent Invited Member on this committee, chaired by the District Collector. 
	Hon. Secretary of Akola Industries Association. Elected by over 95% of valid votes on this post for 2001-03.
	Founder President of Rotary Club of Akola Central. Got recognition as “Most Dynamic & Fastest Growing” club in the Rotary District from Rotary International by way of 3 prestigious awards; served in various capacities at the Rotary District Level. 
	Chairman of Saturday Club Global Trust, Akola Chapter (2018-2020)
	Honorary Secretary, SCGT, Akola (2016-2018)",51,,Director,Growth Sense · Full-time,Co-Founder,Growth91 · Full-time,Independent Director,Suyog Telematics Limited,"Indian Institute of Technology, Kharagpur","Master of Technology, Instrumentation",Institute of Directors,"Masterclass for Directors, Corporate Governance and Management ",Investment Management,Alternative Investments,Angel Investing,Strategic Planning,Negotiation,1,,,0,3.0,neutral,,,,"Co-founded Growth Sense Venture Fund which secured SEBI approval as a Category-I Angel Fund; Provides mentorship, operational support, and strategic resources to startups through Growth Sense ecosystem",Unknown,high,L3,"The founder demonstrates extensive technical and management experience spanning 30+ years, with an advanced degree from a prestigious institution (IIT Kharagpur) and diverse industry experience. While they show strong operational and advisory experience, there's no clear evidence of major exits, significant funding rounds, or unicorn-level company building that would qualify for higher levels. Their profile aligns well with the L3 'Technical and Management Veterans' category, showing depth in technical expertise and management roles across multiple sectors.",0.60
Credo AI,Eli Chen,CTO / Builder,https://www.linkedin.com/in/elichen,"San Mateo, California, United States",The gradients must flow.,33,,Principal Technical Architect,AI Fund,Co-founder / CTO,Credo AI · Full-time,Founder / CEO,veriph.ai,"University of California, Berkeley","BS, Electrical Engineering & Computer Science",,,Streaming Media,Software Engineering,Mobile Applications,Mobile Devices,User Interface,0,,,4,3.0,neutral,,,,"2022 Anthem Award for 'Olympic Training During A Pandemic'; Senior editor of the Overheard at National Geographic podcast, which won the 2022 Ambies Award",Unknown,low,L3,"Eli Chen shows strong technical credentials and senior technical leadership experience, particularly in AI/ML. As CTO of Credo AI and former Principal Technical Architect at AI Fund, he demonstrates advanced technical expertise and management experience. His Berkeley EECS degree and progression to CTO role indicates strong technical foundation and leadership growth. However, without clear evidence of exits or major company scaling achievements, classification above L3 would be premature.",0.52
InitializeAI,Doug Paddock,"VP, Strategy & Operations @ InitializeAI",https://www.linkedin.com/in/doug-paddock,New York City Metropolitan Area,"As VP of Strategy & Operations at InitializeAI, I help ambitious organizations unlock the full potential of artificial intelligence—by translating bold ideas into executable strategy, scalable systems, and measurable outcomes.

With a foundation in financial services honed over nearly six years at JPMorgan Chase & American Express, I bring a sharp analytical lens and operational rigor to every challenge. At American Express, I led cross-functional initiatives that optimized product strategy, accelerated digital transformation, and enhanced customer experience across global markets. Earlier, at JPMorgan Chase, I developed a data-driven mindset grounded in precision and performance, contributing to multi-million-dollar decisions as an Analyst on high-impact teams.

Now at InitializeAI, I work closely with startups, enterprise clients, and internal product teams to shape strategic direction, streamline operations, and bring AI solutions to market faster and smarter. I thrive in environments where innovation meets discipline—where strategic thinking, operational excellence, and technology come together to drive real results.

Whether I’m building strategic roadmaps, improving go-to-market execution, or scaling processes for growth, I bring a deep belief in clarity, execution, and momentum.",35,,"VP, Strategy & Operations",InitializeAI · Full-time,American Express,Full-time · 4 yrs,Analyst,JPMorgan Chase & Co. · Full-time,Hofstra University,"Bachelor of Business Administration - BBA, Accounting and Finance",,,Operations Management,Financial & Operational Modeling,Business Development,Social Media Marketing,Marketing Management,0,,,0,0.0,neutral,,,,,Unknown,low,L2,"Doug Paddock appears to be an early-stage entrepreneur transitioning from a corporate background into the startup ecosystem. His experience at major financial institutions (JPMorgan Chase & American Express) provides solid business fundamentals, but his entrepreneurial experience is still developing. As VP of Strategy & Operations at InitializeAI, he's in an early-stage startup leadership role, which aligns with L2 classification of showing early promise but limited startup experience. His background suggests he's making a deliberate move into entrepreneurship with strong corporate experience but is still early in his startup journey.",0.60
InitializeAI,Julie Townsend,"VP, Strategic Accounts & Investments @ InitializeAI",https://www.linkedin.com/in/jultownsend,New York City Metropolitan Area,"I’ve spent my career at the intersection of enterprise technology, innovation strategy, and institutional finance—guiding complex organizations through pivotal decisions about where to invest, what to build, and how to stay competitive in a rapidly evolving digital landscape.

As VP of Strategic Accounts & Investments at InitializeAI, I work with Fortune 500s and high-growth companies to identify transformational AI opportunities, architect strategic partnerships, and ensure that emerging technologies deliver real enterprise value. My role bridges technical insight with executive alignment—helping business leaders not just understand what’s possible with AI, but act decisively on it.

Prior to InitializeAI, I spent over seven years at Fidelity Investments leading technology investment strategy, evaluating enterprise architecture modernization, and overseeing high-impact programs that shaped the firm’s digital future. Before that, I held roles in engineering strategy at Goldman Sachs and technical consulting at Tata Consultancy Services, giving me a strong foundation in both product delivery and systems design at scale.

My approach is both analytical and pragmatic: I partner deeply with clients, ask hard questions, and ensure that every initiative is grounded in technical feasibility, business context, and long-term resilience. AI is a generational shift—and I’m here to help organizations make it a source of durable advantage.",40,,"VP, Technology Accounts & Investments",InitializeAI · Full-time,Fidelity Investments,Full-time · 7 yrs 5 mos,Goldman Sachs,Full-time · 2 yrs 7 mos,Rutgers University,"Bachelor of Arts - BA, Information Technology and Informatics",,,Intellectual Property Valuation,New Business Development,Business Analysis,Business Development,Project Management,0,,,0,0.0,neutral,,,,,Unknown,low,L3,"Julie Townsend demonstrates strong technical and management experience at major financial institutions and technology companies, fitting the L3 'Technical and Management Veterans' profile. Her career progression shows significant enterprise experience and senior roles at established companies, particularly in AI/technology strategy. However, there's no evidence of founder/entrepreneurial experience or exits that would qualify for higher levels. The combination of technical background, strategic roles at Fidelity Investments and Goldman Sachs, and current VP position at InitializeAI indicates solid operational experience but places her firmly in the L3 category.",0.60
Synthesis AI,Yashar Behzadi,CEO & Founder at Synthesis AI,https://www.linkedin.com/in/yasharbehzadi,San Francisco Bay Area,"Proven executive, experienced technologist, and meticulous product lead with a history of taking products from inception to market leadership. 

Specialties: 
- Early venture strategy and financing
- Product strategy, new product introduction, and go-to-market 
- Structuring and leading strategic partnerships with F500 companies
- Leading multidisciplinary technical teams
 
- Industry Recognition: VentureBeat Top 5 Generative AI Companies (2023), Fast Company #4 Most Innovative Companies (2022), MIT Tech Review Top 10 Breakthrough Technologies (2022), Gartner Cool Vendor in AI (2019)
- Technical Innovation: Inventor of 20+ patents in generative AI, signal processing, digital health, and wearable technologies. (https://patents.justia.com/inventor/yashar-behzadi)",42,,DeepTech Venture Scout,Alumni Ventures,"CEO, Founder",Synthesis AI,CEO,Neuromation · Full-time,UC San Diego,"PhD, Bioengineering",UC San Diego,"MS, Bioengineering",Go-to-Market Strategy,Generative AI,Cross-Functional Team Building,Algorithm Design,Data Mining,5,,InCabin Phoenix 2023 interview on synthetic data for automotive systems,,7.0,positive,,,,"Founding Head of AI at Krutrim; Created the Alexa Prize, the first voice-centric consumer-facing large-scale open-domain conversational system; Spearheaded development of innovative software solutions for KLA Corporation and AltumX Inc.",Unknown,high,L6,"Yashar Behzadi demonstrates strong characteristics of a Market Innovator and Thought Leader (L6) based on significant technical innovation, industry recognition, and proven leadership in emerging technology fields. His profile shows a pattern of pioneering work in AI and deep tech, validated by major industry awards and substantial patent portfolio. The combination of technical depth (PhD), extensive patent portfolio, and recent major industry recognition places him firmly in the L6 category as someone who is actively shaping and innovating in their market.",0.60
Katana Graph,Keshav Pingali,Professional,https://www.linkedin.com/in/keshav-pingali,,LinkedIn profile data could not be retrieved,,,,,,,,,,,,,,,,,,5,,,0,8.0,positive,,,,Distinguished professor and researcher in computer science; Known for contributions to parallel computing and high-performance computing,Unknown,medium,L6,"Keshav Pingali is a highly distinguished computer scientist and entrepreneur who has made significant contributions to both academia and industry. As the founder of Katana Graph, he has leveraged decades of research expertise in graph computing and parallel programming to create innovative technology that has attracted significant venture funding. His background combines deep technical expertise with proven innovation and market impact.",0.68
ConverseNow,Rahul Aggarwal,"Founder, COO & CPO at ConverseNow.ai",https://www.linkedin.com/in/rahulaggarwal,"Austin, Texas, United States",,,,,,,,,,,,,,,,,,,5,,,0,6.0,positive,,,,Thomas Perkins Distinguished Professor of Cancer Research; Prostate Cancer Foundation Challenge Award; IEEE Communications Society Phoenix ISS Award,Unknown,low,INSUFFICIENT_DATA,"The provided profile contains extremely limited information, with no detailed work experience, education history, or verifiable achievements. While the founder is currently listed as Founder, COO & CPO at ConverseNow.ai, without additional context about their career history, company performance, or educational background, it's impossible to make a reliable classification within the L1-L10 framework. The confidence score is very low due to the significant data gaps.",0.16
ConverseNow,Vinay Shukla,Cofounder/CEO at ConverseNow.ai,https://www.linkedin.com/in/estvks,"Austin, Texas, United States","Co-founder & CEO at ConverseNow, an Austin-based startup that automates and personalizes restaurant orders on high-volume voice channels using Artificial Intelligence (AI).

Vinay is a technology innovator, and repeat entrepreneur with over 20 years of experience in building successful technology startups. Vinay likes solving unique, complex technology problems that make the most meaningful impact in work and life. 

Prior to ConverseNow, Vinay co-founded Endeavour Software, a leading Austin based enterprise digital transformation company focused on mobile, cloud, and application of AI/ML, which was acquired by Genpact (NYSE: G) in 2016.",48,,Founder & CEO,ConverseNow.AI,Vice President - Digital,Genpact,Founder & President,Endeavour Software Technologies (a Genpact Company),"Indian Institute of Technology, Kanpur",B.Tech,,,Microsoft SQL Server,Enterprise Mobility,SaaS,Mobile Devices,SDLC,4,,Voicebot Podcast Ep 236 interview on voice assistants for restaurants,,7.0,positive,,,,"Founder and CEO of ConverseNow.AI, a company specializing in AI-powered customer experience solutions",$0 – $60M,high,L4,"Vinay Shukla demonstrates characteristics of a Proven Operator (L4) based on his successful exit with Endeavour Software to Genpact (NYSE: G) and his current role leading ConverseNow. The acquisition by a public company (Genpact) indicates a meaningful exit, though the exact value isn't public. His 20+ years of experience and IIT education provide strong technical foundation. While impressive, the evidence doesn't clearly support L5 classification as we lack specific funding/valuation data for ConverseNow, and the Endeavour exit details aren't fully verifiable.",0.60
ConverseNow,Vinay Shukla,Founder & CEO at ConverseNow.AI,https://www.linkedin.com/in/vinay-shukla-365b1825a,"Pikesville, Maryland, United States","Co-founder & CEO at ConverseNow, an Austin-based startup that automates and personalizes restaurant orders on high-volume voice channels using Artificial Intelligence (AI).

Vinay is a technology innovator, and repeat entrepreneur with over 20 years of experience in building successful technology startups. Vinay likes solving unique, complex technology problems that make the most meaningful impact in work and life. 

Prior to ConverseNow, Vinay co-founded Endeavour Software, a leading Austin based enterprise digital transformation company focused on mobile, cloud, and application of AI/ML, which was acquired by Genpact (NYSE: G) in 2016.",48,,Founder & CEO,ConverseNow.AI · Full-time,Vice President - Digital,Genpact,Founder & President,Endeavour Software Technologies (a Genpact Company),"Indian Institute of Technology, Kanpur",,,,,,,,,4,,,,6.0,positive,,,,"Founder and CEO of ConverseNow.AI, specializing in AI-powered customer experience solutions",$0 – $60 million,high,L4,"Vinay Shukla demonstrates characteristics of a Proven Operator (L4) based on his successful exit with Endeavour Software to Genpact (NYSE: G) and his current leadership of ConverseNow. The acquisition by a public company (Genpact) indicates a meaningful exit, though the exact value isn't public. His 20+ years of experience and pattern of building technology companies, combined with a successful exit and current leadership of a venture-backed AI company, places him solidly at L4. While impressive, the available data doesn't show multiple large exits or unicorn status that would qualify for L5 or higher.",0.60
Overhaul,Barry Conlon,Chief Executive Officer at Overhaul,https://www.linkedin.com/in/barry-conlon-429a03245,"Austin, Texas, United States",,,,Chief Executive Officer,Overhaul · Full-time,,,,,,,,,,,,,,5,,,0,8.0,positive,,,,"Pioneer of modern-day supply chain security standards and best practices; Selected as Endeavor Entrepreneur in 2024; Led Overhaul to acquire SensiGuard Security Services, expanding global footprint",$0 – $60M,high,INSUFFICIENT_DATA,"The provided LinkedIn profile contains extremely limited information, showing only a current CEO position at Overhaul with no historical experience, education details, or skills listed. While being CEO of Overhaul suggests some level of experience, without additional context about career history, company performance, or educational background, it's impossible to make a reliable classification within the L1-L10 framework. The minimal profile could indicate either incomplete LinkedIn data or limited professional documentation.",0.24
Overhaul,Robert Clarke,"Co Founder at Overhaul Group, Inc.",https://www.linkedin.com/in/robertgclarke,"Austin, Texas, United States",,68,,Co Founder,"Overhaul Group, Inc.",Partner / Owner,Trade Management Solutions LLP,"Executive Director, Latin America Sales Operations",Dell Inc.,Falkirk College Of Technology,"Control Systems Engineering, Computer, Electrical and Electronic Engineering, Physics, Chemistry",,,Cross-functional Team Leadership,Solution Selling,Product Management,Cloud Computing,Direct Sales,3,,,0,6.0,neutral,,,,Construction Man of the Year; Entrepreneur of the Year by AFL-CIO; Philanthropic donations to Washington University's School of Medicine; Support for scholarships and educational initiatives promoting diversity and financial aid,$2.91 billion,high,INSUFFICIENT_DATA,"The provided LinkedIn profile data is extremely limited, showing only a current co-founder position at Overhaul Group and education at Falkirk College of Technology. Without information about prior work experience, company achievements, funding rounds, or any measurable metrics about Overhaul Group's performance, it's impossible to make a confident classification. The technical education background suggests some baseline capability, but we need substantially more information about career progression and concrete achievements to make a reliable assessment.",0.24
