company_name,name,title,linkedin_url,location,about,estimated_age,extraction_date,experience_1_title,experience_1_company,experience_2_title,experience_2_company,experience_3_title,experience_3_company,education_1_school,education_1_degree,education_2_school,education_2_degree,skill_1,skill_2,skill_3,skill_4,skill_5,media_mentions_count,awards_and_recognitions,speaking_engagements,social_media_followers,thought_leadership_score,overall_sentiment,companies_founded,investment_activities,board_positions,notable_achievements,estimated_net_worth,confidence_level,l_level,reasoning,confidence_score
Alta,Mor Raphael Shabtai,Co-Founder / Alta (AI Revenue Workforce),https://www.linkedin.com/in/morrs,"New York, New York, United States",,38,,Co-Founder / COO,Alta | AI Revenue Workforce · Full-time,Co-Founder - CRO (Acquired / Ipsos),Xperiti · Full-time,Investment Analyst,RG Family Office · Full-time,NYU Stern School of Business,Master of Business Administration - MBA,Reichman University,Bachelor of Laws - LLB & B.A Accounting,Project Management,Microsoft Excel,Management,Accounting,Leadership,,,,,,,,,,Serial founder with a prior successful exit (Xperiti acquired by Ipsos); Raised significant funding ($19M) for Cervello; Holds a Masters degree,,medium,L1,"Based on the available information, this appears to be a first-time founder with an MBA from NYU Stern but limited demonstrated entrepreneurial track record. The current company (Alta) appears to be their first founding experience, and there's no clear evidence of prior startup or significant industry experience. While the MBA from a prestigious institution shows academic preparation, the lack of documented work history or achievements suggests early-stage entrepreneurial status.",0.60
Alta,Stav Levi Neumark,CEO and Co-Founder @ Alta | AI Revenue Workforce,https://il.linkedin.com/in/stav-levy,Israel,,30,,CEO and Co-Founder,Alta | AI Revenue Workforce,monday.com,Full-time · 6 yrs 2 mos,Software Engineer - Data Products,Intel Corporation · Full-time,The Hebrew University of Jerusalem,"Bachelor of Science (B.Sc.), Computer Science",,,JavaScript,HTML,AngularJS,Java,C++,5,,Finovate Global interview (March 2025); AiNews.com interview (April 2025),,7.0,positive,,,,"CEO & Co-founder of Alta, a leading AI revenue workforce platform; Previously growth lead at monday.com, helped develop 'BigBrain' internal BI tool; Recognized expert in product management and revenue growth; Featured in Finovate Global for leadership in fintech and gender diversity",Not publicly disclosed; no reliable estimate available,medium,L1,"Based on the available information, this appears to be a first-time founder with a computer science background but limited professional track record. The founder has a technical education from a reputable university (Hebrew University) but shows only one professional role as CEO/Co-founder of Alta, which appears to be their first venture. The lack of prior work experience and the fact that this is their first founding role aligns with the L1 'Nascent Founders with Potential' classification. While the technical education provides a solid foundation, there isn't evidence yet of significant entrepreneurial achievements or prior company-building experience.",0.60
Reflection.Ai,Misha Laskin,CEO ReflectionAI,https://www.linkedin.com/in/mishalaskin,United States,,32,,"Co-Founder, CEO",ReflectionAI · Full-time,Staff Research Scientist,Google DeepMind,Postdoctoral Scholar,"University of California, Berkeley",Yale University,"BS, Physics",University of Chicago,"Ph.D., Physics",,,,,,5,,Manifold Podcast with Steve Hsu (March 2025); YouTube interviews and discussions (March 2025),,8.0,positive,,,,"Former staff research scientist at DeepMind and Google, contributing to foundational AI research[2][3]; Co-founded Reflection AI, a company focused on autonomous coding agents and superintelligence[2][4]; Raised over $100 million in funding for Reflection AI in 2025[1][4]",Not publicly disclosed; no reliable estimate available,medium (company and funding details are verified; personal net worth and external investments are not publicly available),L2,"Misha Laskin appears to be an early-stage entrepreneur with strong academic credentials but limited entrepreneurial track record. His current role as CEO of ReflectionAI represents his first major founder position. The Yale Physics degree suggests strong technical capabilities, and founding an AI company indicates ambition and technical sophistication. However, without evidence of prior successful exits, major funding rounds, or extensive industry experience, he best fits the L2 classification as an early-stage entrepreneur showing promise.",0.56
Reflection.Ai,Ioannis Alexandros Antonoglou,Co-Founder @ Reflection AI,https://www.linkedin.com/in/ioannis-alexandros-antonoglou-45393253,New York City Metropolitan Area,,32,,"Co-Founder, CTO",ReflectionAI · Full-time,Senior Staff Research Scientist ,Google DeepMind · Full-time,,,UCL,"Doctor of Philosophy - PhD, Artificial Intelligence",The University of Edinburgh,"Master of Science (MSc), Artificial Intelligence, Machine Learning",C++,Python (Programming Language),C/C++ STL,Matlab,Machine Learning,4,,Sequoia Capital podcast hosted by Stephanie Zhan and Sonya Huang (Jan 2025); GenAI Summit Podcast (Apr 2025),,8.0,positive,,,,"Key contributor and founding engineer at DeepMind, involved in landmark AI projects such as AlphaGo, AlphaZero, and MuZero.; Co-founder of Reflection AI, a startup aiming to develop superintelligent autonomous systems.; Published influential research papers in artificial intelligence and reinforcement learning, including work on mastering complex games like Go, chess, and Atari through deep reinforcement learning.",,high,L3,"Ioannis Antonoglou has significant technical expertise as evidenced by his PhD in Artificial Intelligence from UCL, a top institution. His background suggests he's a technical veteran with deep domain expertise in AI. While he's now a co-founder/CTO of ReflectionAI, there isn't clear evidence of prior successful exits or major company scaling experience that would qualify for higher levels. The L3 classification fits his profile as a technical veteran with advanced academic credentials moving into an entrepreneurial role.",0.60
Palona AI,Maria Zhang,"CEO and co-founder Palona AI. (Former VP of Engineering at Google, Meta, LinkedIn, CTO at Tinder)",https://www.linkedin.com/in/mariarenhuizhang,"Palo Alto, California, United States","I believe in the power of software to change people's lives. Great software is a change agent; it has the power to make people infinitely more productive, to entertain them, to free them with information, and connect them to other people, new opportunities and ideas everywhere. I've believed this since I unboxed my first computer. 

To do this, I believe in engineering with purpose. I like to build great teams, instill them with a mission, and push them hard to deliver satisfying experiences. Everything we do, every line of code we write, needs to be instilled with purpose: every pixel should be perfect, and every byte of data needs a reason to exist.

Throughout my career, I've built software with intelligence, from personalized news feed, targeted Ads, to estimate the current value of your home. Now with much expanded compute capacity, scale and availability of training data, AI has achieved a new level of capabilities, consumer awareness and impact to business, socially and individually. I am more excited today than ever on this journey to build powerful AI to enable businesses and empower people around the world.",47,,Chief Executive Officer,Palona AI · Full-time,Member Board of Directors,GitStart · Part-time,Member Board Of Trustees,Dunn School,Tsinghua University,Computer Science,Eastern Michigan University,"B.A., Mathematics, Computer Science, Economics",Artificial Intelligence (AI),Natural Language Processing (NLP),Leadership,Technical Leadership,Start-ups,5,Named one of the Top 100 Executive Women in Tech to Watch in 2025,Featured in podcasts such as 'Retail AI Venture with Grace' (July 2025); Interview on Cali BBQ Media YouTube channel (June 2025),,8.0,positive,,,,"Named one of the Top 100 Executive Women in Tech to Watch in 2025; Former VP of Engineering at Google, Instagram, and other major tech companies; Former CTO of Tinder; Led a 1000-person engineering team as SVP Engineering at Google; General Manager of the AI for Products lab at Meta; Featured speaker at Prosper Forum and podcast guest discussing AI in food service and hospitality industries; GeekWire Geek of the Week in 2012",,high,L4,"Maria Zhang demonstrates a strong track record as a proven operator with extensive executive experience at major tech companies. Her progression through VP of Engineering roles at multiple top-tier tech companies (Google, Meta, LinkedIn) and CTO position at Tinder shows she has operated at a very senior level in large-scale technical organizations. While she's now founding Palona AI, her classification is primarily based on her proven executive track record rather than entrepreneurial exits. The L4 classification fits her profile as a 'Proven Operator with Executive Experience' given her C-level and VP roles at notable tech companies with >1000 employees. A higher classification (L5+) would require evidence of successful entrepreneurial exits or major funding rounds for companies she's founded.",0.68
Goodfire,Eric Ho,Co-founder / CEO @ Goodfire,https://www.linkedin.com/in/eric-ho-53981862,United States,"Building Goodfire to advance humanity's understanding of AI by building interpretability tools. Previously founded RippleMatch ($80M raised from investors like Goldman Sachs), which uses AI to transform recruiting and increase access to opportunity.

Forbes 30 under 30, Enterprise Technology (2022)",23,,Co-founder & CEO,Goodfire · Full-time,RippleMatch,9 yrs 2 mos,,,Yale University,"Bachelor’s Degree, Computer Science",,,,,,,,5,,Sequoia Capital Podcast interview on AI interpretability (2025); YouTube interview discussing Goodfire's mission and team (2025),,8.0,positive,,,,"Founder of a large UK tyre and steel recycling plant and a charitable organization supporting hundreds of children in Kenya.; Developed a successful fast food noodle bar franchise, YoYo Noodle.; Invited speaker at prestigious venues including Harvard Innovation Lab, Columbia University Studio X, TEDxDumbo, and others.; Work published in major media outlets such as The New York Times, Huffington Post, Fast Company, Good Magazine, and PSFK.; Selected as a startup in residence by Urban-X, a BMW MINI startup accelerator.; Honourable Mention in Fast Company's World Changing Ideas 2020 under Spaces, Places, and Cities category for Neighbourhood Innovation Lab.; Recipient of the Faculty Design Award at Harvard University Graduate School of Design.",,medium,L4,"Eric Ho demonstrates proven success as a founder with RippleMatch, which raised significant capital ($80M) from top-tier investors including Goldman Sachs. The company has shown substantial growth and market traction in the recruiting space. His Forbes 30 Under 30 recognition in Enterprise Technology (2022) validates his impact. While impressive, he hasn't yet achieved the scale metrics for L5 (>$50M in a single round or clear exit path) or multiple successful ventures required for higher classifications. His current venture Goodfire is still early-stage, making L4 the most appropriate classification based on his proven ability to build and scale RippleMatch.",0.68
Goodfire,Daniel Balsam,Co-Founder & CTO at Goodfire | We’re on a mission to understand and intentionally design AI,https://www.linkedin.com/in/dbalsam,"Alhambra, California, United States",AI doesn't have to be a black box!,33,,Co-Founder and CTO,Goodfire · Full-time,RippleMatch,5 yrs 6 mos,Software Engineer,"TixTrack, Inc",New York University,"Bachelor's Degree, Independent Study",,,Data Science,Supervised Learning,Software Architecture,Large Language Models (LLM),PostgreSQL,5,,Cognitive Revolution Podcast (2025-05-29); Popular Mechanistic Interpretability Podcast (2024-08-17),,7.0,positive,,,,"Co-founded Goodfire, a leading AI interpretability company with a team including top researchers from DeepMind and OpenAI; Led development of Goodfire's flagship interpretability platform Ember; Secured significant funding rounds for Goodfire: $7M seed in 2024 and $50M Series A in 2025",,high,L1,"Based on the available information, Daniel Balsam appears to be a nascent founder with limited professional experience. The profile shows he is currently a Co-Founder and CTO at Goodfire, which appears to be his first startup venture. With only one role listed and a bachelor's degree from NYU, the evidence suggests he is early in his entrepreneurial journey. The company's mission statement about AI transparency indicates it's likely an early-stage venture without significant traction or funding announcements yet.",0.60
Goodfire,Thariq Shihipar,"ex-YC founder, AI Product & Eng",https://www.linkedin.com/in/thariqshihipar,"San Francisco, California, United States","MIT Grad and former YC CEO with over 10 years of experience building products that have reached millions of users and two exits (to HubSpot and Blitz.gg) and managing teams of up to 30. Most recently I've been learning AI research in order to build better products.

I believe the next generation of products must be built by people who can deeply integrate research potential, engineering problems and user needs.",35,,Member,South Park Commons · Self-employed,AI Research Fellowship,Goodfire · Full-time,Founder & CEO,Multiverse · Full-time,Massachusetts Institute of Technology,"Master's Degree, Media Lab",University of Toronto,"BASc, Engineering Science Major in Electrical & Computer Engineering",React.js,JavaScript,User Experience Design,Human Computer Interaction,CSS,5,YC backed startup founder; Acquisition of startups by Hubspot and blitz.gg,Contributing writer and thought leader on AI and interpretability; Public blog posts on AI and machine learning topics,,7.0,positive,,,,"Founded a YC-backed gaming company that raised $17M and scaled to over a million users[3]; Successfully sold two startups (Edgeout.gg, Chime)[3]; Co-founded a non-profit academic publishing platform (Pubpub.org)[3]; Graduate of MIT Media Lab[3]; Featured in YC Tech Talks as a founder with a non-traditional background[2]","Not publicly disclosed; likely in the low to mid millions USD based on startup exits and funding, but no official figures available[3]","Medium – Company and funding details are verified, but net worth and investment activities are not publicly disclosed[3]",L4,"The founder demonstrates a strong track record with two successful exits (to HubSpot and Blitz.gg), significant technical and product experience, and elite educational credentials from MIT. Their experience managing teams of up to 30 people and building products that reached millions of users places them solidly in the L4 category as a 'Proven Operator with Exits.' While impressive, the available information doesn't indicate exits above $100M or unicorn-level outcomes that would qualify for L5 or higher. The YC background and MIT education add credibility to their operational achievements.",0.60
Physical Intelligence,Adnan Esmail,"Co-Founder Physical Intelligence | Former SVP Engineering at Anduril, Hardware Tech at Tesla",https://www.linkedin.com/in/adnanesmail,"Mountain View, California, United States",Develop and productize high-impact hardware technologies.,37,,Co-Founder,Physical Intelligence · Full-time,Anduril Industries,6 yrs 11 mos,Tesla,4 yrs 5 mos,Massachusetts Institute of Technology,"Bachelor’s Degree, Mechanical Engineering, Physics, Electrical Engineering and Computer Science",,,Product Development,Microfluidics,Entrepreneurship,Design Engineering,Biotechnology,5,,,0,4.0,neutral,,,,"Emeritus Senior Vice President of Engineering at Anduril Industries, a defense technology company known for innovative off-the-shelf defense products; Helped build and sell a cancer gene sequencing company prior to joining Tesla; Worked closely with Elon Musk at Tesla before joining Anduril; Has filed for multiple patents related to his inventions",,medium,L4,"Adnan Esmail demonstrates proven operational experience at high-profile technology companies, particularly as SVP Engineering at Anduril (a defense tech unicorn) and hardware technology role at Tesla. His educational background from MIT in multiple technical disciplines (ME, Physics, EE/CS) and senior leadership role at a major defense tech company indicates significant technical and management capabilities. While he's now a co-founder of Physical Intelligence, his previous executive experience at unicorn-level companies places him solidly in the L4 category as a 'Proven Operator with Executive Experience'.",0.60
Physical Intelligence,Brian Ichter,Co-Founder at Physical Intelligence,https://www.linkedin.com/in/brian-ichter-26875978,San Francisco Bay Area,"Generally, I am interested in enabling the operation of robotic systems in the real world through fast, robust algorithms and machine learning. Through my PhD research, as a member of the Stanford University Autonomous Systems Lab and Aero/Astro Department, I have gained specific expertise in robotic motion planning, particularly sampling-based approaches. This work has ranged over theoretical analysis, massively-parallel (GPU) algorithm development, uncertainty- and perception-aware planning, deep-learning-based algorithm accelerations, and quadrotor experimental validation.",36,,Co-Founder,Physical Intelligence,Research Scientist,Google,Stanford University,6 yrs 2 mos,Stanford University,"Doctor of Philosophy - PhD, Aerospace, Aeronautical and Astronautical Engineering",Stanford University,"Master's degree, Aerospace, Aeronautical and Astronautical Engineering",Matlab,ANSYS,C/C++,Aerospace Engineering,Robotics,5,,"Physical Intelligence presentations and talks (e.g., YouTube interview, conferences)",,7.0,positive,,,,"Co-founded Physical Intelligence, a leading robot brain startup with $400M raised at $2B valuation[2][3]; Former Research Scientist at Google DeepMind and Google Brain[3][5]; PhD and MS in Aeronautics and Astronautics from Stanford University, BS in Aerospace Engineering and BA in Physics from University of Virginia[3]",Not publicly disclosed; no reliable estimate available,Medium (company and professional background well-documented; personal investments and net worth not publicly available),L3,"Brian Ichter demonstrates strong technical expertise and academic credentials with his Stanford PhD in Aerospace Engineering, specializing in robotics and AI. His current role as co-founder of Physical Intelligence, combined with his deep technical background in robotics and machine learning, places him in the Technical and Management Veterans category. While he's a first-time founder, his PhD research in autonomous systems and robotics from a top institution provides significant technical depth relevant to his startup. The L3 classification is supported by his advanced technical credentials and specialized expertise, though he lacks prior startup or management experience that would warrant a higher classification.",0.60
