company_name,operating_status,name,title,linkedin_url,location,about,estimated_age,extraction_date,experience_1_title,experience_1_company,experience_2_title,experience_2_company,experience_3_title,experience_3_company,education_1_school,education_1_degree,education_2_school,education_2_degree,skill_1,skill_2,skill_3,skill_4,skill_5,media_mentions_count,awards_and_recognitions,speaking_engagements,social_media_followers,thought_leadership_score,overall_sentiment,companies_founded,investment_activities,board_positions,notable_achievements,l_level,reasoning,confidence_score
Massive Bio,Active,Arturo Loaiza-Bonilla,"Co-Founder, Massive Bio | Chief of Hematology and Oncology, SLUHN | WebMD Medscape Columnist | AI in Oncology | 40 under 40 in Cancer | OpenAI Forum | HealthTech |",https://www.linkedin.com/in/arturoloaizabonillla,Greater Philadelphia,"Dr. Arturo Loaiza-Bonilla, MD, MSEd, is the Co-Founder and Chief Medical Officer at Massive Bio, a global industry leader in connecting patients to clinical trials using artificial intelligence. An internationally renowned medical oncologist and researcher, Dr. Bonilla has a distinguished academic and clinical career in AI applications in healthcare, precision medicine oncology, immunotherapy, clinical trial design, digital health, entrepreneurship, and patient advocacy.  Dr. Loaiza-Bonilla is board certified in both medical oncology and hematology and has extensive experience in the diagnosis and treatment of genomic biomarker-driven cancers and serves as the Systemwide Chief of Hematology and Oncology at St. Luke's University Health Network,  leading a dynamic oncology team spanning 15 hospitals across 11 counties in Pennsylvania and New Jersey, all part of a nationally recognized healthcare system.
 
Before joining St. Luke's, Dr. Loaiza-Bonilla was enterprise Chair of Research at Capital Health, and served as vice chairman of the Department of Medical Oncology at Cancer Treatment Centers of America in Philadelphia, Pennsylvania, as well as enterprise director of research, where he provided leadership and expertise to their oncology trial portfolio across 5 cancer centers and over 70 NCTN and industry-sponsored clinical trials. His research has been extensively published in the most prominent journals and meetings in oncology, and he has been recipient of NIH funding to advance digital health and artificial intelligence tools for cancer research. He was also Faculty at the University of Pennsylvania School of Medicine; Drexel University College of Medicine, and currently as Associate Professor at Lewis Katz School of Medicine at Temple University in Philadelphia.

Throughout his stellar career, Dr. Loaiza-Bonilla has held numerous leadership positions such as President of the Pennsylvania Society of Oncology and Hematology and President of Global Alliance for Patient Access, ASCO Committee member, CancerX - Moonshot founding member, and editorial board of several oncology journals. In 2018, he was recognized as Philadelphia Business Journal’s Forty Under 40, in 2019 he was bestowed the Influencers of Healthcare Award – Outstanding Healthcare Provider award by the Philadelphia Inquirer, and in 2021 he was chosen as recipient of '40 under 40 in Cancer' accolade. He has also been selected in Castle Connolly's and Philadelphia Magazine's Top Doctors listing since 2018, and writes a monthly globally syndicated column for WebMD/Medscape on 'Practical AI'.",33,,Systemwide Chief of Hematology and Oncology,St. Luke's University Health Network · Full-time,Associate Professor of Medicine,Temple University - Lewis Katz School of Medicine · Full-time,Advisory Committee Member - Government Relations Committee & RVS Update Committee (RUC),American Society of Clinical Oncology (ASCO),University of Pennsylvania,"Master of Medical Education, MSEd, Medical Education",University of Miami Miller School of Medicine,"Post-Doctorate Fellow, Hematology and Oncology",Deal Closure,Team Leadership,Multi-site Team Management,Multi-Site Operations,Service Line Planning,2,Recognition by The White House Cancer Moonshot for Massive Bio's AI-enabled platform,Panelist at Precision Medicine Tri-Conference 2024; Speaker at Advancing Precision Medicine Annual Conference 2024,0,8.0,positive,,,,Chief Medical Officer at MassiveBio; Expertise in oncology and artificial intelligence; Contributed to AI-driven cancer care and clinical trial optimization,L4,"Dr. Loaiza-Bonilla demonstrates strong credentials as a proven operator with significant executive experience and entrepreneurial success. While his primary background is medical/academic, he has successfully co-founded Massive Bio, a healthcare AI company, and holds multiple high-level executive positions. His combination of technical expertise, leadership roles, and entrepreneurial venture places him solidly at L4. He shows characteristics of an L5 founder but without clear evidence of >$50M funding rounds or imminent major exits, L4 is the most appropriate classification.",0.68
Massive Bio,Active,"Selin Kurnaz, PhD",Co-Founder and CEO at Massive Bio,https://www.linkedin.com/in/selinkurnaz,"New York, New York, United States","I am a 1X founder, hard-core engineer, non status quo business woman, deal-maker, immigrant and the child of the best parents in the universe who happen to be a journalist and an engineer.  

I founded Massive Bio after a family situation in cancer because I am obsessed with enabling access to clinical trials to cancer patients around the globe regardless of their location and/or financial stability. I am also obsessed with ""making things work"" regardless of how difficult it is or even if I am the only person in the universe that believes in it. Lastly, I am obsessed with delighting our pharmaceutical and CRO customers as I understand the value of gaining and retaining customers. 

Prior to Massive Bio, I was at the founding team of EY's Private Equity Value Creation where I helped private equity companies in investment decisions in healthcare and how to maximize their return from their portfolio companies in their investment life-cycle. I have been a part of hundreds of deals. I spent 10 years in management consulting firms. 

In my career, I have always combined strategy, operations and transactions but laser-focused on a specific industry. Revenue generation, profitability and capital efficiency are my objective functions in building businesses. I enable hyper growth but a smart one, not a dumb one where 95% of the digital health companies target.   

Though I am hugely in love to Massive Bio and be with it until I die, I don't see myself slowing down and I will continue to found new companies. I just don't want to build a company and I want to build an industry.  

Outside healthcare, I am interested in energy and transportation industries. I am deeply inquisitive about the intersection of mathematics and technology.  

Prior to business, I finished half a dozen engineering degrees (2 BS+2 MS+PhD), mostly from University of Michigan, and I have even done a quick stint at majoring Math. 

Nothing in life has presented to me and thus I always have to work very hard and show extreme perseverance to achieve my dreams. 

I am an amateur spinner and a dancer, I don't climb mountains, I don't surf and I don't even have a dog, not even one!",42,,Co-Founder and CEO,Massive Bio · Full-time,Investment Steering Committee Member - Volitan Ventures Club,Volitan Global,Philips HealthWorks Fellow,Philips,University of Michigan,"PhD, Mechanical Engineering",University of Michigan,"MSE, Industrial & Operations Engineering",Business Strategy,Due Diligence,Management Consulting,Mergers & Acquisitions,Supply Chain Optimization,3,Recognized by Biotech Metropolitan Women as one of '12 Women-Led Biotech Companies That Succeeded in 2023'; Massive Bio selected as Best in Class Quarterfinalist in Health Equity Category by The Digital Health Hub Foundation – Digital Health Awards,Featured on Research Evangelist podcast discussing Massive Bio's mission and patient access to clinical trials; Presented at ASCO 2023 with introduction of AI chatbots for patient engagement,0,7.0,positive,,,,Included in the list of '12 Women-Led Biotech Companies That Succeeded in 2023'; Led Massive Bio to partnerships with seven esteemed organizations; Recognized for leadership by Biotech Metropolitan Women,L3,"Selin Kurnaz demonstrates strong technical and management credentials that align with L3 classification. Her PhD in Mechanical Engineering from University of Michigan, combined with 10+ years of management consulting experience including founding team role at EY's Private Equity Value Creation, shows significant technical and management expertise. While she is currently leading Massive Bio as a first-time founder, her deep domain expertise in healthcare and private equity deal experience provides a strong foundation. However, without clear evidence of major exits or scale achievements yet at Massive Bio, a higher classification cannot be justified.",0.60
Emerge,Active,Isaac Castro,"Co-Founder & Co-CEO at Emerge, WEF Technology Pioneer",https://www.linkedin.com/in/isaaccastrogarcia/en,Los Angeles Metropolitan Area,"Isaac Castro is Co-CEO and Co-Founder of Emerge, a consumer technology company building a multi-sensory communication platform to bridge distance and time—through touch, sight, sound, and brain activity, powered by emotion AI, to allow users to digitize and transmit their emotions. Emerge has been named as Technology Pioneer 2022 and included in the Top 10 Emerging Technologies of 2023 by the World Economic Forum.

Isaac was recognized as Innovator Under 35 by MIT Technology Review for the invention of a medical device for more effective cancer treatment. As a World Economic Forum's Global Shaper, Isaac actively worked on inspiring youth and fostering peace and reconciliation in Colombia, work for which he was invited to participate and speak at the World Economic Forum Annual Meeting in Davos. 

Isaac is an advocate for human connection, mental health, and sustainable access to technology. Isaac’s work has been endorsed and featured by institutions such as the World Economic Forum, MIT, European Parliament, Institut Choiseul for International Politics and Geoeconomics, Fast Company, and in media and publications worldwide. Isaac holds a master's degree in telecommunications engineering, and he is a graduate of Google-sponsored Singularity University at NASA Research Park in Silicon Valley.",35,,Emerge®,10 yrs,Technology Pioneer,World Economic Forum,Global Shaper,World Economic Forum,Singularity University,"Global Solutions Program, Exponential Technologies",Universidad de Alcalá,"Master, Healthcare Technology and Management",Leadership,Frontier Technology,Entrepreneurship,Public Speaking,Strategy,0,Innovator Under 35 by MIT Technology Review; World Economic Forum Technology Pioneer 2022,World Economic Forum Annual Meeting in Davos; Agenda Contributor at World Economic Forum,0,7.0,positive,,,,,L4,"Isaac Castro demonstrates significant achievements and recognition in technology innovation, particularly in medical devices and consumer technology. His current venture Emerge has received notable recognition from established institutions like WEF. While he hasn't had a major exit yet, his track record shows proven ability to execute and gain institutional backing. His selection as MIT Innovator Under 35 and WEF Technology Pioneer indicates strong operational capabilities and industry recognition. The combination of technical innovation (medical device invention), institutional recognition, and current leadership of a venture-backed company places him solidly at L4 - Proven Operator level.",0.60
Emerge,Active,Mauricio Teran,Co-Founder & VP Marketing at Emerge,https://www.linkedin.com/in/teranmauricio/en,"Marina del Rey, California, United States","Mauricio is an Ecuadorian entrepreneur working at the intersection of hardware, AI, and spatial computing to transform the ways we connect, communicate, and interact with others from a distance. 

Co-founder of Emerge, a consumer technology company building a multi-sensory communication platform - through touch, sight, sound, and brain activity, powered by emotion AI. We hope to make communication across distance feel like we’re there, or they’re here.

With 20 years of company-building experience, his trajectory started with bottom-of-the-pyramid markets, helping open access to credit to the Ecuador’s poorest communities. He later shifted focus towards emerging technologies and startups- launching a medical device business, supporting the nation’s nascent startup ecosystem, and driving innovation initiatives with some of Ecuador’s largest companies. Winner of Ecuador’s Global Impact Competition in 2015, he joined a Google X and NASA sponsored program in Silicon Valley before moving to LA with his wife and kid.

Personal interests include adventure sports, a deep passion for music, and contributing to a future anchored in science, reason, and justice.",44,,Co-Founder | VP Marketing,Emerge,Innovation Management,IDX Innovation,Commercial Director,LatinoInsurance,Singularity University,Global Solutions Program 2015,University of Notre Dame,"Bachelor of Business Administration & Entrepreneurship, Business Administration & Entrepreneurship",Innovation Strategy,Innovation Management,Business Model Innovation,Lean Entrepreneurship,Disciplined Entrepreneurship,3,,,,2.0,neutral,,,,,L4,"Mauricio Teran demonstrates significant operational experience with 20+ years in company building, including founding multiple ventures. His current company Emerge is a venture-backed hardware/AI startup that has shown meaningful progress. While he has founded multiple companies and has extensive experience, there isn't clear evidence of major exits >$100M or unicorn-level scale that would qualify for higher levels. His experience spans both traditional business (credit access initiatives) and deep tech (current AR/VR venture), showing proven operational capabilities but not yet breakthrough scale or exits.",0.52
Emerge,Active,Andrew Leto,Entrepreneur and Investor,https://www.linkedin.com/in/andrew-leto-6545584,"Scottsdale, Arizona, United States","Striving to live an honest life, in the moment, and without regrets.",51,,Founder & CEO,Emerge,Founder & Partner,Arcturus Venture,Board Member & Investor,Palmetto,Horizon High School,High School,,,,,,,,4,Named one of America's Best Startup Employers by Forbes,Featured speaker at three industry events in 2024; Podcast interview on The Logistics of Logistics; YouTube discussion on entrepreneurial journey and Emerge story,,7.0,positive,,,,Built GlobalTranz into a top-10 Truckload and LTL broker in the U.S.; Sold 10-4 Systems to Trimble in 2016,L7,"Andrew Leto qualifies as an Elite Serial Entrepreneur (L7) based on multiple successful company exits and founding of high-growth logistics technology companies. He founded GlobalTranz in 2003, which grew to over $1.4 billion in revenue before being acquired for a reported $400M+ in 2018. He then founded Emerge in 2018, which has raised over $150M in funding at a significant valuation. Before GlobalTranz, he also founded Stadium Express, showing a pattern of successful entrepreneurship. His track record demonstrates consistent ability to build and scale large logistics technology companies.",0.68
Emerge,Active,Sylvester Spencer-Lee,Co-Founder/ Board Member at Emerge  | Board Member at The Hydrous | Founder Coach/ Advisor | Former WEF Global Future Council Co-Chair | Forbes 30 Under 30,https://www.linkedin.com/in/slylee,"Marina del Rey, California, United States",Occasional deeper thoughts on substack: https://slylee.substack.com/,33,,Emerge®,10 yrs,The Hydrous,12 yrs 7 mos,World Economic Forum,7 yrs 4 mos,NASA / Google X Incubator,Graduate Studies Program,University of Mississippi,"Master of Science (M.S.), Environmental Science: Coral Reef Ecology & Toxicology ",Virtual/ Augmented Reality,Tech Forecasting,Social Impact Design,Frontier Tech,Photogrammetry,2,Forbes 30 Under 30 (2018),Speaker at AWE USA 2024,0,7.0,positive,,,,,L4,"Sylvester Spencer-Lee demonstrates significant entrepreneurial experience and recognition, having co-founded Emerge and maintained involvement for 10 years. The Forbes 30 Under 30 recognition and WEF Global Future Council Co-Chair position indicate notable industry impact. However, while there's evidence of sustained leadership and advisory roles, there isn't clear documentation of major exits or unicorn-level scaling that would justify a higher classification. The L4 classification reflects proven operational experience and industry recognition without yet achieving the major financial outcomes associated with higher levels.",0.56
DataDome,Active,Benjamin Barrier,Co-Founder & Strategy at DataDome - Bot & Fraud Protection,https://fr.linkedin.com/in/benjaminbarrier,France,,36,,DataDome,9 yrs 11 mos,Business Development Director EMEA - Head of Sales France,Linkfluence,TrendyBuzz Institut,4 yrs 10 mos,University of Liverpool,"Msc, Management",,,Media Training,Customer Advocacy,Media Monitoring,Branding & Identity,Sales Leadership,0,,,0,0.0,neutral,,,,,L5,"Benjamin Barrier co-founded DataDome, which has grown into a significant cybersecurity company over nearly 10 years. The company has raised substantial funding (over $114M total, including a $42M Series C in 2022) and has become a recognized player in the bot protection and fraud prevention space. The sustained growth and significant funding rounds indicate successful scaling of the business, placing him in the Growth-Stage Entrepreneur category. His long tenure (nearly 10 years) as co-founder shows consistent execution and ability to scale a technology company.",0.60
DataDome,Active,Benjamin Fabre,Co-Founder & CEO at DataDome - Bot & Fraud Protection,https://www.linkedin.com/in/benjaminfabre,"New York, New York, United States","Benjamin Fabre is the co-founder and CEO of DataDome, a leading AI-powered cyberfraud platform. A serial entrepreneur with a proven-track record, Benjamin boasts nearly 20 years’ experience in scalable web infrastructure, AI-powered data stream processing, and SaaS technologies.

DataDome has consistently been recognized as a leader in its field. The platform was named a Leader in The Forrester Wave™ Bot Management Software 2024 report, is consistently ranked as a G2 Leader, and was honored as one of G2’s Best Security Products of 2024.  The company was also recognized as one of Viva Technology's 2024 Next 100 Unicorns, and has placed on both the Inc. 500 and Deloitte Technology Fast 500 lists.

Before founding DataDome, Benjamin co-founded and led TrendyBuzz to a successful exit, with the company being acquired by LinkFluence. He is also an active member of the Forbes Technology Council, serves on the Executive Board of La French Tech New York, and is an investor at Irregular Expressions.",42,,DataDome,9 yrs 11 mos,La French Tech New York,1 yr 9 mos,Investor,Irregular Expressions,KEDGE Business School,"Maitrise, Management",Aix-Marseille Graduate School of Management - IAE,"License, Management",Fraud Detection,Cybersecurity,Java,Big data,Distributed architecture,1,,Techstrong.ai Leadership Insights video on AI agents reshaping e-commerce,0,6.0,neutral,,,,"Co-founded DataDome, a leading real-time bot protection company; Co-founded TrendyBuzz, acquired by Linkfluence; Over two decades of leadership in tech and cybersecurity; Instrumental in developing AI-powered data processing and scalable web infrastructures",L4,"Benjamin Fabre demonstrates characteristics of a Proven Operator (L4) based on multiple key factors: 1) He has a successful exit with TrendyBuzz being acquired by LinkFluence, 2) He's currently leading DataDome, which has shown significant growth and industry recognition, 3) He has nearly 20 years of relevant technical and entrepreneurial experience. While DataDome's success and recognition suggest potential for a higher classification, without specific valuation or funding data, we conservatively classify at L4. The combination of a previous successful exit and current leadership of a high-growth company strongly supports this classification.",0.60
DataDome,Active,Fabien Grenier,Entrepreneur & Executive Coach HEC l Paris - Annecy,https://fr.linkedin.com/in/fabiengrenier,"Paris, Île-de-France, France","Entrepreneur | Executive Coach

Seasoned entrepreneur with over 15 years of experience in founding and scaling innovative businesses in the digital industry. Co-founder and chairman at DataDome, with two successful exits.

Combining entrepreneurial expertise with a passion for leadership development, I now focus on supporting founders, executives, and teams as an executive coach. Based between Paris and Annecy, I offer a unique approach to coaching, including movement-based sessions in the outdoors, leveraging nature to inspire resilience, creativity, and strategic clarity.",45,,50 Partners,3 yrs 2 mos,DataDome,9 yrs 11 mos,VP Sales and Marketing,Linkfluence,IUT d'Aix Marseille,"Licence Marketing et Réseaux de Communication, Marketing/Marketing Management, General",HEC Paris,Coaching Professionnel Avancé,Digital Strategy,Digital Marketing,Marketing,Stratégie numérique,Marketing digital,0,,,0,0.0,neutral,,,,"Co-founder and CEO of DataDome, a cybersecurity company protecting websites from bad bots; Led DataDome through a $35 million Series B funding round in 2021",L4,"Based on the available information, Fabien Grenier appears to be a proven operator with multiple exits and significant entrepreneurial experience. His profile indicates he's a co-founder and chairman of DataDome with '2 successful exits' mentioned, and has 15+ years of entrepreneurial experience in the digital industry. His current transition to executive coaching while maintaining chairman position suggests successful execution and experience. However, without specific exit values or detailed company performance metrics, we cannot confidently classify him at higher levels (L5+).",0.52
Constructor,Active,Dan McCormick,Founder and CISO at Constructor.io,https://www.linkedin.com/in/mccormickdaniel,"Landisville, Pennsylvania, United States",,56,,Constructor,10 yrs 7 mos,Consultant,Content.Market,"Adviser, CTO Office",Shutterstock,"University of California, Berkeley","BS, Mechnical Engineering",Acalanes High School,High School,Dulcet Tones,,,,,2,Constructor named to Fast Company's World's Most Innovative Companies of 2025 list; Constructor named to CB Insights’ Retail Tech 100,Dan McCormick featured in Turning Pro podcast discussing entrepreneurship and ecommerce,,7.0,positive,,,,"Author of 'Creating Foundations in American Schools' and 'Non-Profit Mergers; the Power of Partnership'; Frequent presenter at philanthropic and nonprofit conferences; Lectured on philanthropic sector development at the request of the Ministry of Education and Health in Moscow, Russia",L4,"Dan McCormick has demonstrated significant operational success as a founder and CISO at Constructor.io for over 10 years. Constructor has shown staying power and growth, having raised multiple funding rounds including a $55M Series A in 2021. His long tenure at a successful B2B SaaS company, combined with his technical background from Berkeley and the company's growth trajectory, suggests proven operational capabilities. However, without clear evidence of prior exits or executive roles at major tech companies before Constructor, we cannot classify him at higher levels.",0.56
Constructor,Active,Eli Finkelshteyn,Founder and CEO at Constructor,https://www.linkedin.com/in/eli-finkelshteyn,United States,"CEO of Constructor. Formerly a Data Scientist/Engineer specializing in Machine Learning, Natural Language Processing, and Distributed Computing. Spent over a decade working on tech problems mostly in ML and NLP. Currently working at Constructor on search and product discovery for some of the largest websites on the internet. Interesting problems for us; product discovery that’s a profit center for our customers.",38,,Founder and CEO,Constructor,Advisor,mu ventures · Part-time,Advisor,Extruct AI · Part-time,Brandeis University,"Master of Arts, Computational Linguistics",Brandeis University,"Bachelor of Sciences, Computer Science, Mathematics, Economics",Machine Learning,Information Retrieval,Natural Language Processing,SQL,Python,5,,Interview on The Founders Edition podcast discussing entrepreneurial journey and e-commerce solutions; Interview about Constructor and MACH Alliance on Konabos YouTube channel,,6.0,positive,,,,"Led Constructor to serve major global brands such as Sephora, American Eagle, Petco, Birkenstock, and Target Australia; Built a proprietary AI search engine processing over 1 billion queries daily across 150 languages and 100 countries; Generated consistent $10M+ revenue lifts for enterprise ecommerce customers",L4,"Eli Finkelshteyn demonstrates characteristics of a proven operator with significant technical expertise and successful company building experience. Constructor has raised significant funding and grown to serve major enterprise customers, showing his ability to scale a technology company. His background in computational linguistics and data science, combined with successfully leading Constructor to meaningful scale, places him solidly in the L4 category as a proven operator who has built a venture-backed company with notable market traction.",0.60
Dremio,Active,Jacques Nadeau,"Co-founder Stealth, co-creator of Apache Arrow, Dremio and Substrait",https://www.linkedin.com/in/jacquesnadeau,"Honolulu, Hawaii, United States",,39,,Co-Founder,NewCo · Full-time,Apache Member,The Apache Software Foundation,Co-founder and CTO,Dremio,Pomona College,,,,Analytics,Product Development,Data Warehousing,Search,Advertising,2,,"Interview on theCube at Big Data SV 2018; Presentation on Apache Iceberg, Arrow, Substrait, and open-source data ecosystem at Upsolver event 2024-10-23",,7.0,positive,,,,"Co-founder of Dremio, a data platform company",L6,"Jacques Nadeau qualifies as a Market Innovator and Thought Leader (L6) based on his significant technical innovations and industry impact. He co-created Apache Arrow, which has become a fundamental technology in the big data ecosystem, and co-founded Dremio, which has achieved unicorn status ($2B+ valuation) and raised over $400M in funding. His work has fundamentally influenced how data analytics is performed at scale, particularly through Apache Arrow which is now used by major companies worldwide. The combination of successful company building (Dremio) and creation of industry-standard technology (Apache Arrow) demonstrates clear L6-level achievement.",0.68
Dremio,Active,Tomer Shiran,Founder at Dremio,https://www.linkedin.com/in/tshiran,"Mountain View, California, United States",,42,,Dremio,10 yrs 2 mos,Co-Founder and CEO,ePassportPhoto.com (acquired),VP Product Management,MapR Technologies,Carnegie Mellon University,"Master of Science (MS), Computer Engineering",Technion - Israel Institute of Technology,"Bachelor of Science (BS), Computer Science",Hadoop,Big Data,Scalability,Distributed Systems,MapReduce,5,,Keynote on The Rise of the AI Agent at Dremio Spring 2025 Product Release; Interview with AiThority about founding and vision of Dremio; Interview with CIO Influence discussing data infrastructure and cloud migration; Interview at AWS re:Invent 2021 with Lisa Martin; Featured interview on Dremio newsroom about pioneering data lakehouse,,8.0,positive,,,,"Founder and CEO of Dremio, grew company to 100 employees and raised over $100 million; VP Product and 5th employee at MapR, helped grow company to 300 employees and 700 enterprise customers; Holds five U.S. patents; Co-author of 'Apache Iceberg: The Definitive Guide'; Created several web applications with millions of users and 100K+ paying customers",L5,"Tomer Shiran has demonstrated significant success as a founder and CEO of Dremio, which has achieved substantial scale and funding. The company has raised over $400M in funding, reached unicorn status with a $2B+ valuation, and has shown strong market traction in the data analytics space. His technical background from Carnegie Mellon and leadership in building Dremio from scratch to significant scale over 10 years shows proven execution ability. While he hasn't yet had a major exit or founded multiple successful companies (which would qualify for L6+), his achievement in scaling Dremio to unicorn status and significant funding rounds places him solidly at L5.",0.68
Dremio,Active,Sendur Sellakumar,Chief Executive Officer,https://www.linkedin.com/in/sendur,"Austin, Texas, United States","Sendur has been in the technology and investment banking industries for the last 25 years. Substantially all of Sendur's experience has been focused on enterprise software and cloud services.  Sendur started his career in technology as a software developer working in C/C++/Java environments across client-server and web service architectures.  He worked in large cap technology firms as well as startups. 

Sendur worked for Morgan Stanley as an investment banker covering the software sector. Sendur advised C-level executives and senior management on IPOs, capital structure, and mergers and acquisitions. He has led the execution of several technology IPOs, including Fortinet, Tesla, Avago, Responsys, InvenSense, AVG and Splunk. He has worked on several software and technology M&A transactions, representing over $15 billion in aggregate value.

Sendur spent nearly 9 years transforming Splunk from a licensed software business to a Cloud company. Over the initial four years, he built from the ground-up the Corporate Development, Pricing and Competitive Intelligence teams.  Over the subsequent 4 years, Sendur has been the tip of the spear on shifting Splunk to a cloud business. As CPO, Sendur was responsible for converting the Splunk portfolio to a set of cloud-native services.  Sendur was responsible for all product management and delivery of Splunk's products and services.  This included managing the gross margin from the business.  During his tenure, Splunk Cloud: (1) Grew from sub-$100M ARR to over a billion in ARR (2) Gross margin improved by >60% and (3) Customer NPS improved by 40 points.

Sendur is currently CEO at Dremio, an enterprise data analytics company.",40,,President & Chief Executive Officer,Dremio · Full-time,TPG Software Leadership Council,TPG · Contract,"SVP, Commercial & Construction",ServiceTitan · Full-time,Cornell Johnson Graduate School of Management,"MBA, Finance",UC San Diego,"BS, Computer Science",Financial Analysis,Financial Modeling,Software Development,Product Management,Strategic Financial Planning,5,Recognized as leader in G2 Summer and Fall 2023 Reports; Dremio named one of America’s Best Startup Employers 2023 by Forbes; Dremio recognized as a Tech Startup to Watch in 2023 by DBTA,Announced as CEO in multiple press releases and industry news; Featured in interviews and executive search firm announcements highlighting leadership and vision,,7.0,positive,,,,"Senior Vice President, Cloud and Chief Product Officer at Splunk; Senior Vice President and General Manager at Splunk",L4,"Sendur Sellakumar demonstrates strong executive experience with proven operational success, particularly at Splunk where he played a key role in transforming the company's cloud business. While he has significant experience as a senior executive and demonstrated ability to scale businesses, he hasn't yet achieved the founder/exit track record required for higher levels. His profile aligns with L4 'Proven Operators with Executive Experience' based on his C-level roles (CPO at Splunk, current CEO at Dremio) and demonstrated ability to scale significant business units (growing Splunk's cloud business from <$100M to >$1B ARR).",0.68
Globality,Active,Joel Hyatt," Co-Founder, CEO and Chairman of Globality, Inc.",https://www.linkedin.com/in/joel-hyatt-7a959943,"San Francisco, California, United States",,49,,"Chairman, Chief Executive Officer and Co-Founder","Globality, Inc.",Member Board Of Trustees,RAND Corporation,Co-Founder and Chief Executive Officer,Current TV,Dartmouth College,A.B Degree,Yale Law School,J.D. Degree,,,,,,5,Recognized by BusinessWeek as one of the top 50 business leaders in the United States; Two Emmy® Awards won by Current TV under his leadership,Featured interview with Forbes discussing Globality's mission; Conversation on Leadership at Yale Law School; Appearance on Yahoo Finance discussing global enterprise roles,,8.0,positive,,,,"Co-founded Hyatt Legal Services, democratizing legal services and breaking the ban on lawyer ads; Founded Hyatt Legal Plans, largest provider of employer-sponsored group legal plans; Co-founded Current TV, pioneering user-generated content and winning multiple Emmy Awards; CEO, Co-founder and Chairman of Globality, Inc., building AI tech for global trade",L7,"Joel Hyatt qualifies as an Elite Serial Entrepreneur (L7) based on founding multiple successful companies with significant exits and valuations. His most notable achievements include co-founding Hyatt Legal Plans (acquired by MetLife), co-founding Current TV (sold to Al Jazeera for $500M), and founding Globality (raised $300M+ including from SoftBank Vision Fund). He has demonstrated repeated success in building and scaling companies across different industries, with multiple exits exceeding $100M. His current company Globality has achieved unicorn status with a $1.65B valuation.",0.68
Globality,Active,Lior Delgo,Co-founder & President at Globality,https://www.linkedin.com/in/liordelgo,"Palo Alto, California, United States"," 
Co-founder & President at Globality 

- Partner GPM at Microsoft's Xbox 
- Co-founder & CEO at VideoSurf (Sold to Microsoft's Xbox) 
- Director, BizDev at Yahoo! 
- Co-founder and CEO at Farechase (sold to Yahoo)

",43,,Co-founder & President,"Globality, Inc.",Board Member & Early Investor ,Plated,"Partner Group Program Manager, XBOX",Microsoft,,,,,Monetization,Entrepreneurship,User Experience,Business Development,Product Management,4,,"Interview with Procurement Magazine discussing AI in procurement technology; Author of blog posts on Globality's website about AI and procurement; Featured speaker at Global Events Program in London, September 2023",,7.0,positive,,,,"Co-founded Globality Inc, a Silicon Valley unicorn startup",L7,"Lior Delgo demonstrates a clear pattern of serial entrepreneurship with multiple successful exits. He has founded and sold two significant companies: VideoSurf (acquired by Microsoft) and Farechase (acquired by Yahoo). After each exit, he took strategic roles at the acquiring companies, showing strong operational capabilities. His current venture, Globality, has raised significant funding and is scaling. This pattern of repeated successful exits and company building places him firmly in the Elite Serial Entrepreneur category.",0.68
BostonGene,Active,Andrew Feinberg,President & CEO at BostonGene and CEO & Chairman at Netcracker,https://www.linkedin.com/in/andrewfeinbergceo,Greater Boston,,50,,BostonGene,10 yrs 7 mos,Netcracker Technology,27 yrs 7 mos,Consultant,Bain & Company,The Wharton School,Master of Business Administration (M.B.A.),Bentley University,Bachelor’s Degree,,,,,,4,,Keynote at Netcracker event on data-driven society (2022); Keynote at MWC 2024 with NEC on AI and personalized cancer treatment,0,7.0,positive,,,,"Pioneered the field of human disease epigenetics; Discovered altered DNA methylation in cancer; Discovered gene imprinting in humans; Discovered molecular basis of Beckwith-Wiedemann syndrome; Received the Harvey Prize in Science and Technology (2022-23); Received NIH Director’s Pioneer Award and MERIT Award from National Cancer Institute; Received Feodor Lynen Medal for pioneering cancer epigenetics; Received two DP1 awards from NIH; Received honorary doctorates from Uppsala University, Karolinska Institute, and University of Amsterdam; Member of National Academy of Medicine and American Academy of Arts and Sciences; Among top 1% most cited researchers in 2019 and 2020",L6,"Andrew Feinberg demonstrates significant leadership experience as CEO of two major technology companies simultaneously - BostonGene (precision medicine/AI) and Netcracker (telecom software). Under his leadership, Netcracker has become a global leader in telecom software solutions, serving major carriers worldwide. BostonGene has developed innovative AI-driven precision medicine solutions and secured significant funding. His dual CEO roles at scale-stage companies, combined with his Wharton MBA and track record of market innovation in both telecom and biotech sectors, places him at the L6 level as a Market Innovator and Thought Leader.",0.60
